Timestamp,Latitude,Longitude,Altitude,Indoor/Outdoor,Phone Heading (degrees),Battery Level,Network Type,Download Speed (KB/s),Upload Speed (KB/s),Total Rx (KB),Total Tx (KB), HotSpot, Running Apps, MOS, Jitter, Latency, Packet Loss,Call State,Image Name, CI  (5G - Nci 4G - Ci 3G - BasestationId 2G - Cid), PCI, RSRP, RSRQ, SINR, DL THPT, UL THPT, EARFCN (5G - NARFCN 4G - ERAFCN 3G - UARFCN 2G - ARFCN), VOLTE CALL,BAND, CQI, BLER (2G - bitErrorRate 3G - ber  Others - BLER), Alpha Long, Alpha Short, Speed (km/h), TA, MCC, MNC, RSSI  (2G - signalStrength Other - rssi), TAC  (2G/3G - lac 4G/5G - tac), GPS Fix Type, GPS HDOP, GPS VDOP, Phone Antenna Gain, csiRsrp, csiRsrq, csiSinr, Level, Cell Id, NodeB Id, Primary, Throughput Details, No of Cells,CellInfo_1,CellInfo_2
"Xiaomi  MODEL : 2411DRN47I  OS VERSION : 14  OPERATOR : ALL  TECHNOLOGY : ALL"
﻿2025-11-27 12:30:32.780,,,0.0,Indoor,0.0,65,LTE (4G),0.00,0.00,153689,34988,,,0,0,0,0,Idle,,13,287,-89,-11,,21.015,21.015,3601,,8,,,Vi India,Vi India,0.0,1,404,,-57,52636,0,-1.0,-1.0,2.0,,,,3,13,461003,Yes,,2,CellInfoLte:{mRegistered=YES mTimeStamp=489447291923429ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=10000 mMcc=404 mMnc=11 mAlphaLong=Vi India mAlphaShort=Vi India mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-57 rsrp=-89 rsrq=-11 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=1 miuiLevel=0 mOptimizedLevel=0 level=3 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:32.780,,,0.0,Indoor,0.0,65,LTE (4G),0.00,0.00,153689,34988,,,0,0,0,0,Idle,,255,328,-91,-15,,21.015,21.015,3601,,8,,,,,0.0,,,,-69,,0,-1.0,-1.0,2.0,,,,3,255,8388607,No,,2,CellInfoLte:{mRegistered=NO mTimeStamp=489447291923429ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-69 rsrp=-91 rsrq=-15 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 miuiLevel=0 mOptimizedLevel=0 level=3 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:33.859,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),6.01,11.33,153696,35001,,,3.99,8.34,34.56,0,Idle,,22,181,-86,-13,,21.015,21.015,1421,,2,,,Vi India,Vi India,0.0,0,404,,-57,52636,1,20.0,-1.0,2.0,,,,3,22,420230,Yes,,7,CellInfoLte:{mRegistered=YES mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=10000 mMcc=404 mMnc=11 mAlphaLong=Vi India mAlphaShort=Vi India mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-57 rsrp=-86 rsrq=-13 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=0 miuiLevel=0 mOptimizedLevel=0 level=3 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:33.859,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),6.01,11.33,153696,35001,,,3.99,8.34,34.56,0,Idle,,255,15,-90,-14,,21.015,21.015,1421,,2,,,,,0.0,,,,-69,,1,20.0,-1.0,2.0,,,,3,255,8388607,No,,7,CellInfoLte:{mRegistered=NO mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-69 rsrp=-90 rsrq=-14 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 miuiLevel=0 mOptimizedLevel=0 level=3 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:33.859,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),6.01,11.33,153696,35001,,,3.99,8.34,34.56,0,Idle,,255,155,-94,-17,,21.015,21.015,1421,,2,,,,,0.0,,,,-69,,1,20.0,-1.0,2.0,,,,3,255,8388607,No,,7,CellInfoLte:{mRegistered=NO mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-69 rsrp=-94 rsrq=-17 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 miuiLevel=0 mOptimizedLevel=0 level=3 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:33.859,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),6.01,11.33,153696,35001,,,3.99,8.34,34.56,0,Idle,,255,494,-95,-19,,21.015,21.015,1421,,2,,,,,0.0,,,,-69,,1,20.0,-1.0,2.0,,,,3,255,8388607,No,,7,CellInfoLte:{mRegistered=NO mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-69 rsrp=-95 rsrq=-19 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 miuiLevel=0 mOptimizedLevel=0 level=3 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:33.859,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),6.01,11.33,153696,35001,,,3.99,8.34,34.56,0,Idle,,255,227,-101,-17,,21.015,21.015,40940,,41,,,,,0.0,,,,-75,,1,20.0,-1.0,2.0,,,,2,255,8388607,No,,7,CellInfoLte:{mRegistered=NO mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-75 rsrp=-101 rsrq=-17 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 miuiLevel=0 mOptimizedLevel=0 level=2 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:33.859,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),6.01,11.33,153696,35001,,,3.99,8.34,34.56,0,Idle,,255,73,-97,-11,,21.015,21.015,40940,,41,,,,,0.0,,,,-75,,1,20.0,-1.0,2.0,,,,2,255,8388607,No,,7,CellInfoLte:{mRegistered=NO mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-75 rsrp=-97 rsrq=-11 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 miuiLevel=0 mOptimizedLevel=0 level=2 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:33.859,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),6.01,11.33,153696,35001,,,3.99,8.34,34.56,0,Idle,,255,39,-105,-20,,21.015,21.015,40940,,41,,,,,0.0,,,,-75,,1,20.0,-1.0,2.0,,,,2,255,8388607,No,,7,CellInfoLte:{mRegistered=NO mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=2147483647 mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-75 rsrp=-105 rsrq=-20 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 miuiLevel=0 mOptimizedLevel=0 level=2 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
﻿2025-11-27 12:30:34.926,28.645819,77.365282,-9999.0,Indoor,-1.0,65,LTE (4G),26.27,12.92,153724,35015,,,4,6.45,33.57,0,Idle,,22,181,-86,-13,,21.015,21.015,1421,,2,,,Vi India,Vi India,0.0,0,404,,-57,52636,1,20.0,-1.0,2.0,,,,3,22,420230,Yes,,7,CellInfoLte:{mRegistered=YES mTimeStamp=490026060754763ns mCellConnectionStatus=0 CellIdentityLte:{ mBandwidth=10000 mMcc=404 mMnc=11 mAlphaLong=Vi India mAlphaShort=Vi India mAdditionalPlmns={} mCsgInfo=null} CellSignalStrengthLte: rssi=-57 rsrp=-86 rsrq=-13 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=0 miuiLevel=0 mOptimizedLevel=0 level=3 parametersUseForLevel=0 android.telephony.CellConfigLte :{ isEndcAvailable = false }}
